Character,Text,Episode,LineNumber
Drunk Rick,"""That's a three-pointer!""",304,234
Alan,"""Nice shot.""",304,235
Million Ants,"""Thank you.""",304,236
Alan,"""You two make quite a team. [tosses the ball to Million Ants]""",304,237
Supernova,"""We all do.""",304,238
Alan,"""Yeah, I guess.""",304,239
DIRECTION,"""[Million Ants and Supernova make another shot; a ""ding"" is heard and the counter counts up one shot]""",304,240
Drunk Rick,"""That's a three-pointer!""",304,241
Alan,"""[sounding jealous] But you guys have always had a... an unspoken bond.""",304,242
DIRECTION,"""[He throws the ball into Million Ants' form; he pulls it out of him]""",304,243
Alan,"""I mean, really unspoken. Like, ""let's-not-tell-my-husband"" unspoken.""",304,244
DIRECTION,"""[Million Ants tosses the ball and misses; a buzzer is heard]""",304,245
Supernova,"""[annoyed] We aren't married anymore, Alan.""",304,246
Alan,"""[becoming aggressive] Sure, but were we married when you two were ""stranded"" on Delphi 6 for three days? Because I sensed something was weird when you can back. But what do I know about sensitivity? I'm just a phantom train conductor. You're the pile of ordinary bugs that fucked my wife!""",304,247
DIRECTION,"""[Million Ants makes a shot; a ""ding"" is heard and the counter counts up one shot]""",304,248
Drunk Rick,"""That's a three-pointer!""",304,249
DIRECTION,"""[Meanwhile, Rick and Morty are still trying to disable the bomb]""",304,250
Rick,"""Where the fuck is the lead wire?!""",304,251
Morty,"""You always put it in the weirdest place! Um, uh, over here, maybe?""",304,252
Rick,"""Jesus Christ, what a shitty neutrino bomb. It's a miracle I actually every destroy anything.""",304,253
Morty,"""Oh, I don't know. You managed to destroy just about everything today; the villains, the heroes, the lines between them, my childhood...""",304,254
Rick,"""Thank you. I appreciate it, Morty. I know you were sucking the Kool-Aid out of the Vindicators' dicks, so the fact that I was right about them must be pretty hard to admit.""",304,255
Morty,"""Yeah, it is. You know why, Rick? Because when you're an asshole, it doesn't matter how right you are, nobody wants to give you the satisfaction.""",304,256
Rick,"""I know. Everyone wants people they like to be right. That's why popular people are fucking dumb. And why your pretentious, poorly-written, high-budget friends back there can eat a double-decker shit sandwich. [the bomb powers down] Disarmed.""",304,257
Morty,"""[with realization] Holy shit. You're jealous.""",304,258
DIRECTION,"""[Back on the court, the remaining Vindicators are still arguing]""",304,259
Supernova,"""YES! Is that what you want to hear?!""",304,260
Alan,"""Did it feel good?! Did you like his six million wriggling legs more than my tragedy-stricken, half-ghost, half-tumescent penis?!""",304,261
DIRECTION,"""[Million Ants alters his form to make the ball and himself go through the hoop; a ""ding"" is heard and the counter counts up one shot]""",304,262
Drunk Rick,"""That's a three-pointer!""",304,263
Morty,"""Guys, stop! You're just proving my asshole grandpa right!""",304,264
Supernova,"""[growing sad] You wish this was about sex! We loved each other! We had a child together.""",304,265
Alan,"""WHAT?!""",304,266
Supernova,"""[crying] I conceived a child with Million Ants and it died inside me because it as HALF A MILLION ANTS AND HALF COLLAPSING STAR! And yes, he was better than you!""",304,267
Alan,"""Yeah?""",304,268
Million Ants,"""[morphs into a larger attack form] One million times better!""",304,269
Alan,"""ALL ABOOOOOOARD, MOTHERFUCKER!!!""",304,270
DIRECTION,"""[He tries to pull a powerful punch on Million Ants, whose ants disperse to avoid getting hit]""",304,271
Supernova,"""STOP! [echoes]""",304,272
DIRECTION,"""[She conjures a purple force field to trap Alan and Million Ants in; Million Ants enters a screaming Alan's mouth, causing his body to expand until he bursts; and blood and guts splatter everywhere and cover Rick and Morty]""",304,273
Rick,"""Oof! Didn't see that comin'.""",304,274
Supernova,"""Is that sarcasm?! [conjures handcuffs onto Rick and Morty] I don't want you slipping away then this is over! All of these deaths are on your hands!""",304,275
Rick,"""Oh, come on, maybe a couple of them, but definitely not the train guy.""",304,276
DIRECTION,"""[Supernova hits Rick in the groin with one of the miniature celestial bodies orbiting her, making him double over in pain]""",304,277
Supernova,"""All of them.""",304,278
Rick,"""O-kayyy...""",304,279
DIRECTION,"""[Million Ants alters his form to make the ball and himself go through the hoop; a ""ding"" is heard and the counter counts up one shot]""",304,280
Drunk Rick,"""Congrats, you did it!""",304,281
DIRECTION,"""[The team (or, rather, what's left of it) enters the enxt room; the doors close behind then, inside is a platform and another monitor with Drunk Rick on it]""",304,282
Drunk Rick,"""All right, by now, I've been pretty clear that I think the Vindicators are [cough] full of shit. But... you do have one thing I'll never have. And that thing is the only part of the Vindicators with any value to me. If you know what it is, place it on the platform. Guess wrong and the pla... planet will explode. And probably the solar system, 'cause I kind of fucking eyeballed the neutrino bombs on this one.""",304,283
Supernova,"""So what's the trick? Morty, you're the Drunk Rick expert.""",304,284
Morty,"""I think... no matter what we put on there, we die. He said it's the part of the Vindicators he values. That means nothing. He wants our last moment alive to be spent knowing how few fucks he gave.""",304,285
Supernova,"""Jesus! Okay, open to second opinions!""",304,286
Rick,"""I could--It could be Morty.""",304,287
Morty,"""What?""",304,288
Rick,"""Hey, I don't know. I mean, look, when I get drunk, I get stupid and emotional and there's no logic to it. It's, like, possible I got so drunk, I felt like I was losing Morty to the Vindicators, and maybe this is my way of saying ""Okay, you can have him, but only if you know how important he is, otherwise I'll kill you.""",304,289
Million Ants,"""That is a... really specific guess.""",304,290
Rick,"""Look, I... there's nothing in the room but us. I'm just using logic to connect some dots. It's the best guess I've got.""",304,291
Supernova,"""But you're betting our lives on it.""",304,292
Morty,"""[smiling smugly, starting walking toward the platform] I'll cover that bet. I get it.""",304,293
Rick,"""Well, Morty, I think you're making that smirky face because you're misinterpreting the moment. I am not being coy about some hidden love for you. I want to be really clear that, if anyone has a better guess, like, if I gave you an amulet last night, or...""",304,294
DIRECTION,"""[Morty steps on the platform; a ""ding"" is heard and everyone else sighs in relief; the platform suddenly opens underneath Morty and a chair pops up for him to sit on; the chair goes down and the platform closes]""",304,295
Rick,"""Oh, shit.""",304,296
DIRECTION,"""[Underneath the platform, the chair powers Morty into a rocket-shaped cart; it starts moving forward like a dark ride at a theme park; he passes through a cardboard cutout environment depicting giant monsters destroying a city]""",304,297
Drunk Rick,"""Sorry, I'm... not good at goodbyes. It looks like I'm never gonna see you again. I can't really roll with the hero types, and I don't... th-they don't want me around. But I want... you to know, even if I didn't show it at the time, II really appreciated you sticking by me.""",304,298
DIRECTION,"""[Some doors open up to reveal the end of the line; a ramp leads to cardboard cutouts haped like a pair of hands with a rainbow painted on them; a monitor appears with Drunk Rick on it]""",304,299
Drunk Rick,"""[getting emotional] Goddammit, why am I crying? It makes no sense.""",304,300
Morty,"""[he is touched and wipes tears from his eyes]""",304,301
Drunk Rick,"""Ugh, y-you're probably confused because we barely know each other...""",304,302
Morty,"""[his expression becomes puzzled]""",304,303
Drunk Rick,"""...but you really stuck your neck out [burp] when you gave me props for my awesome jokes in the briefing room. Everybody else had their heads so far up their ass. Even my own grandson is like, ""Oh, the Vindicators are so cool."" I mean, he's a moron, it's their... demographic. But you're different, Noob-Noob.""",304,304
Morty,"""[getting angry] ...Motherfucker!""",304,305
Drunk Rick,"""[crying] You're fucking cool! And you're smart! And I bet we coulda hung out and shit! And I hope you get to be a full-fledged Vindicator! A-And d-do me a favor. Do-Don't let him know I... I got emotional. But you can tell him one thing. Tell him I said... Oh, fuck. Okay, I just shit myself. Okay, later.""",304,306
DIRECTION,"""[The monitor turns off, the rocket starts going backward]""",304,307
DIRECTION,"""[Supernova, Million Ants and Rick are standing by the platform when a bitter Morty emerges from it]""",304,308
Rick,"""W--Dude, Morty, what happened i...?""",304,309
Morty,"""Shut up.""",304,310
DIRECTION,"""[The platform starts to rise]""",304,311
Million Ants,"""I sense this means we are not dying.""",304,312
Supernova,"""Not all of us.""",304,313
DIRECTION,"""[She starts to Force-choke Rick and Morty]""",304,314
Million Ants,"""Sweetheart?""",304,315
Supernova,"""Just let Titty-Bean do this, Snuzzles. It's for the greater good.""",304,316
Morty,"""[gagging] Greater good?!""",304,317
Rick,"""[also gagging] Titty-Bean?""",304,318
Supernova,"""It's like you said, Morty: there's no right or wrong.""",304,319
Morty,"""Never said that!""",304,320
Supernova,"""It's the galaxy's faith in the Vindicators that keeps the galaxy secure!""",304,321
Rick,"""[sarcastic] Yeah, I feel safer already.""",304,322
Morty,"""No doubt. Who do we make the check out to?""",304,323
Rick,"""I'll say, we are gettin' some good licks in while choking to death.""",304,324
Morty,"""Right?""",304,325
Million Ants,"""Titty-Bean, listen to me. When you came to me, I was merely a sentient colony of ants. It was your beliefs, your pursuit of justice, that taught me to be a man.""",304,326
DIRECTION,"""[Supernova stops strangling Rick and Morty; they drop to the floor]""",304,327
Supernova,"""When did it get so complicated?""",304,328
Million Ants,"""Who knows? But we can make it simple again.""",304,329
Supernova,"""You were always the romantic. [sinister] Which is why you can't leave either.""",304,330
DIRECTION,"""[She reaches into Million Ants' chest and removes the queen ant]""",304,331
Supernova,"""Goodbye, my love.""",304,332
DIRECTION,"""[She squishes the queen, causing Million Ants to fall apart and become a non-sentient pile of ants]""",304,333
Rick,"""Damn! She double-crossed Snuzzles!""",304,334
DIRECTION,"""[Supernova looms over Rick and Morty and prepares to deal a fatal blow]""",304,335
Supernova,"""Silence! I'm going to enjoy this...""",304,336
DIRECTION,"""[She is interrupted by the sound of an air horn]""",304,337
DIRECTION,"""[The platform reaches the top and the three suddenly find themselves at a party]""",304,338
Announcer,"""Let's give a huge thanks to Rick Sanchez for killing Worldender, putting this awesome party together, and for booking one of the hottest talents out there: Logic!""",304,339
Logic,"""[offscreen] Aww, yeah! [starts rapping]""",304,340
Rick,"""Look at that. Geez, I must've planned a whole party. Invited a bunch of people. Not bad, Drunk Rick, not bad.""",304,341
DIRECTION,"""[Logic appears on the stage]""",304,342
Logic,"""Are you ready?""",304,343
DIRECTION,"""There's a choo-choo train man, he's rolling down tragedy""",304,344
DIRECTION,"""Everybody knowing Supernova fights gravity""",304,345
DIRECTION,"""[Morty notices Supernova making her way through crowds, pretending to dance with them]""",304,346
Morty,"""Rick, Supernova's getting away!""",304,347
Rick,"""Ah, who cares?""",304,348
Morty,"""But.. she was trying to kill us!""",304,349
Rick,"""Morty, twenty people try to kill me every week. I end up getting high with half of 'em. I mean, check it out, Gear Head's here.""",304,350
DIRECTION,"""[Gear Head is sampling food at a table; in the background, some teenagers are taking photos with Worldender's corpse]""",304,351
Gear Head,"""Hmm. Well, that's gonna shoot through me.""",304,352
Beth,"""[walks out from the crowd] Morty, you're wearing a Vindicator jacket. Are you a little superhero now?""",304,353
Morty,"""Everyone in the universe is a hero, Mom. Which is why we don't need jackets. [takes his jacket off] And I'm pretty sure we don't need Vindicators.""",304,354
Gear Head,"""[takes the jacket] Don't mind if I do. [walks offscreen] Hey, everybody! Look who's a Vindicator!""",304,355
Summer,"""[walks out from the crowd, carrying her phone] Man, Grandpa Rick must have gotten shitfaced.""",304,356
Rick,"""Shut up, Summer.""",304,357
Logic,"""Can't forget about the one who never seems to get a chance""",304,358
Crowd,"""Noob-Noob!""",304,359
Logic,"""All the bitches come around for...""",304,360
Crowd,"""Noob-Noob!""",304,361
Logic,"""His dick gets more visits than...""",304,362
Crowd,"""YouTube!""",304,363
Rick,"""Who the fuck is Noob-Noob?""",304,364
DIRECTION,"""[Morty turns to Rick with an exasperated expression; cut to credits; Logic's rap continues until the end]""",304,365
DIRECTION,"""[On Gear World, Gear Head, wearing Morty's Vindicator jacket, is hanging out with two Gear girls by a gear cream stand]""",304,366
Gear Girl #1,"""I can't believe we're getting gear cream with a Vindicator.""",304,367
Gear Head,"""So, you girls in Gear college or Gear...""",304,368
DIRECTION,"""[An explosion occurs offscreen; a frightened citizen runs by]""",304,369
Gear Citizen,"""Alien terror attack!""",304,370
Gear Head,"""[starts to slowly back into an alley] Okay, sounds like a job for... me. I better go get into my alter ego.""",304,371
Gear Girl #1,"""[gasp] So cool!""",304,372
Gear Girl #2,"""I know.""",304,373
Gear Girl #1,"""Wait, what alter ego? He was already wearing the jacket.""",304,374
DIRECTION,"""[They look into the alley and see that Gear Head had throws away the jacket and is beating a hasty retreat]""",304,375
Gear Head,"""Gotta know when to hold 'em and...""",304,376
DIRECTION,"""[He trips on a pile of gears and falls down; he breaks apart as others look on]""",304,377
DIRECTION,"""( Siren wails )""",305,1
DIRECTION,"""( Beeping, whirs )""",305,2
DIRECTION,"""( Crying softly )""",305,3
DIRECTION,"""( Sighs )""",305,4
DIRECTION,"""( Gasps )""",305,5
Rick,"""Jerry! Jerry, come on! We got to go! You got to come with me, Jerry!""",305,6
Jerry,"""Rick?""",305,7
Rick,"""It's important, Jerry. ( Burps ) The fate of the galaxy rests on your shoulders. Let's go. Put some pants on. N-Never mind, there's no time for pants, Jerry. I'll make you a pair of pants on the way. It's a Rick and Jerry adventure! Rick and Jerry episode!""",305,8
DIRECTION,"""————————————————-————————————————————————————————————————————————————————————————————————————""",305,9
Rick,"""Then I thought, ""Hey, what about Jerry? He's -- He's good with regular folk."" This is a real situation where -- where -- where Jerry could really shine. He's a master convincer.""",305,10
Jerry,"""Rick, I'm not an idiot. I know what this is.""",305,11
Rick,"""Oh. Okay, well, I told Morty, ""Look, parents get divorced. They get sad. He'll be fine,"" but I think he's worried you're gonna, you know...Pbht! And you know how Morty gets when he gets emotional. It impedes my work. So, I told him I'd take you out and give you a win.""",305,12
DIRECTION,"""Wait. My son asked you to take me on some kind of pity adventure to keep me from killing myself?""",305,13
DIRECTION,"""Wait, w-what did you think it was?""",305,14
Jerry,"""An execution.""",305,15
Rick,"""Geez! You really do need a win.""",305,16
DIRECTION,"""No!""",305,17
DIRECTION,"""I-I don't know. I mean, you never made me the pants, so --""",305,18
Rick,"""So, you thought I was gonna drive you into the middle of the galaxy and shove you into the vacuum of space with your dick hanging out? And we're seeing how you'd act if that were about to happen? I mean, shit, I'll make you the pants right now. Take me two seconds to make you pants.""",305,19
Jerry,"""I have pants at home!""",305,20
Rick,"""Jerry, if I make pants, they'll be better than your pants at home. Also, if I wanted to kill you --""",305,21
Jerry,"""Yeah, I get it. It would be amazing. Please, take me home. I'll tell my son we had an amazing adventure.""",305,22
Rick,"""Well, if it's all the same, could we go get our story straight? Because you're a terrible liar.""",305,23
Jerry,"""You called me a master convincer!""",305,24
Rick,"""You believed me?""",305,25
Jerry,"""Huh. This seems... kind of fancy.""",305,26
DIRECTION,"""Jerry, for all you know, this is the equivalent of an alien truck stop. You have no frame of reference. You're in a universe beyond your imagining. But, yes, it is super fancy. I mean, my job here is to make Morty happy. I'm not gonna take you somewhere dangerous.""",305,27
DIRECTION,"""( Grunts )""",305,28
Snoopy Bloopers,"""Rick Sanchez. I told you if I ever saw your face in here again, I would stick you like the pig you are.""",305,29
Rick,"""( Coughs ) Shnoopy Bloopers, I told you if you tried... There'd be two funerals.""",305,30
DIRECTION,"""Aaah!!""",305,31
DIRECTION,"""Someone?""",305,32
DIRECTION,"""Uh, someone?""",305,33
DIRECTION,"""Someone!""",305,34
DIRECTION,"""( Both grunt )""",305,35
DIRECTION,"""( Both laughing )""",305,36
DIRECTION,"""My friend!""",305,37
DIRECTION,"""It has been too long.""",305,38
DIRECTION,"""Oh, it's great to see you again, buddy!""",305,39
DIRECTION,"""( Both laughing )""",305,40
DIRECTION,"""Yeah, you're doing it.""",305,41
DIRECTION,"""Mr. Sanchez gets anything he wants!""",305,42
DIRECTION,"""The resort's covered in an immortality field.""",305,43
DIRECTION,"""You can't die here.""",305,44
DIRECTION,"""That's the gimmick.""",305,45
DIRECTION,"""( Kids laughing )""",305,46
DIRECTION,"""Okay, but still -- bad parenting.""",305,47
DIRECTION,"""Hey, rich a-holes are rich a-holes.""",305,48
DIRECTION,"""They all pay top dollar to come here and enjoy a consequence-free vacation.""",305,49
DIRECTION,"""No death, no disease, no dismemberment.""",305,50
DIRECTION,"""( Grunting )""",305,51
DIRECTION,"""Can't even have a heart attack.""",305,52
DIRECTION,"""Got it.""",305,53
DIRECTION,"""The perfect place to take the most fragile being in the universe.""",305,54
DIRECTION,"""I can tell you expect me to refute that, but it's right on the money.""",305,55
DIRECTION,"""If I come home without you, I doubt Morty's gonna let me off the hook.""",305,56
DIRECTION,"""Yeah, but what if you came home with Jeff Goldblum.""",305,57
DIRECTION,"""Jeff Goldblum?""",305,58
DIRECTION,"""What the f*ck are you talking about, Jerry?""",305,59
DIRECTION,"""( Spits ) Jesus!""",305,60
DIRECTION,"""Holy f*cking shit!""",305,61
DIRECTION,"""Yo, what's up, ""Big Chill""?!""",305,62
DIRECTION,"""Don't go into the telepod!""",305,63
DIRECTION,"""( Both laughing )""",305,64
DIRECTION,"""Hey, maybe we would have fun on a fake adventure.""",305,65
DIRECTION,"""On a fake adventure.""",305,66
DIRECTION,"""Speaking of --""",305,67
DIRECTION,"""What are we gonna tell Morty?""",305,68
DIRECTION,"""I don't know.""",305,69
DIRECTION,"""But whatever it is, we're gonna need a couple more of these babies!""",305,70
DIRECTION,"""( Clink! )""",305,71
DIRECTION,"""—————————————————————————————————————————————————————————————————————————————————————————————""",305,72
DIRECTION,"""( Sobbing )""",305,73
Beth,"""What's wrong?""",305,74
Summer,"""( Crying ) Mom, do you think I'm hot?""",305,75
Beth,"""I...don't think that's something that matters.""",305,76
Summer,"""So, I'm not hot?!""",305,77
DIRECTION,"""I'm saying the part of you that cares about that is a part you shouldn't give any energy to.""",305,78
DIRECTION,"""That's not an answer!""",305,79
Beth,"""Because I'm not an issue of Cosmo, okay? I'm your mother and a doctor, and --""",305,80
DIRECTION,"""I'm hideous!""",305,81
DIRECTION,"""( Sobbing )""",305,82
Morty,"""Geez.What’s with her?""",305,83
Beth,"""Teenage-girl stuff.""",305,84
DIRECTION,"""Is that a... hoof collage?""",305,85
DIRECTION,"""It's perfectly legal, if that's what you're wondering.""",305,86
DIRECTION,"""Cool...zies.""",305,87
DIRECTION,"""We just don't have anything in common any more, Summer.""",305,88
DIRECTION,"""Oh, yeah, Ethan?""",305,89
DIRECTION,"""What do you have in common with Tricia Lange?""",305,90
DIRECTION,"""A mutual love of French cinema?""",305,91
DIRECTION,"""The belief that a carbon tax is the only viable solution to climate change?""",305,92
DIRECTION,"""Or could it be her massive stripper titties?!""",305,93
DIRECTION,"""( Gasps )""",305,94
DIRECTION,"""There it is.""",305,95
DIRECTION,"""Boob-ya!""",305,96
DIRECTION,"""And that's when Malakai the Squid came, rips off his face, and beneath it is my face.""",305,97
DIRECTION,"""I liked it.""",305,98
DIRECTION,"""Thank you, sir.""",305,99
DIRECTION,"""Yeah, of course he likes it.""",305,100
DIRECTION,"""Look at him.""",305,101
DIRECTION,"""m*therf*cker got two heads and three trunks.""",305,102
DIRECTION,"""All right, we'll put a pin in it.""",305,103
Jerry,"""I'm gonna go take a leak.""",305,104
DIRECTION,"""( Whistling )""",305,105
DIRECTION,"""What the...?!""",305,106
DIRECTION,"""( Grunting )""",305,107
DIRECTION,"""( Gasps )""",305,108
DIRECTION,"""My hands are dry! My hands are dry!""",305,109
DIRECTION,"""♪♪""",305,110
Risotto,"""My name is Risotto Groupon. I am the assistant general manager of the restaurant.""",305,111
Jerry,"""Do you have any comment cards, because I might have some thoughts.""",305,112
Risotto,"""My kingdom was usurped by force with weapons and technology supplied by your father-in-law! Hey, he usurped my kingdom, too, man.""",305,113
Jerry,"""He basically got me kicked out of my home, stole my family.""",305,114
Risotto,"""Then we are brothers, and you have wondered what your life could have been without Rick.""",305,115
Jerry,"""Wondered? Sure. I mean, I've wondered about having a v*g1n*.""",305,116
DIRECTION,"""Would you help me kill him?""",305,117
Jerry,"""What? No! He's my wife's father.""",305,118
DIRECTION,"""Move on.""",305,119
DIRECTION,"""Do you... like theme-park rides?""",305,120
DIRECTION,"""Oh, you really moved on.""",305,121
DIRECTION,"""There is a popular attraction here called the Whirly Dirly.""",305,122
DIRECTION,"""Between the first whirly and the third dirly, the ride dips just outside the immortality field.""",305,123
DIRECTION,"""You're asking me to lure Rick to his death?""",305,124
DIRECTION,"""I'm only asking you to go on a ride with Rick, get off the ride without Rick, and go home to your family, where you can... wonder about having a v*g1n*.""",305,125
DIRECTION,"""Okay, okay, that was a very specific example pulled from thin air.""",305,126
DIRECTION,"""I don't want to be known as the v*g1n* guy.""",305,127
DIRECTION,"""Risotto, you're needed.""",305,128
DIRECTION,"""Someone ordered the Nuzzy Guzzy Fresh and Fluzzy Special.""",305,129
DIRECTION,"""( Sighs dejectedly )""",305,130
Risotto,"""Look, I'm not like Rick, so you're free to do as you please. But there comes a time in every man's life when he must choose the foundation on which his legacy will be built -- one of compromise or one of blood.""",305,131
DIRECTION,"""( Kids cheering )""",305,132
DIRECTION,"""Once a time of year, there's a special person here *""",305,133
DIRECTION,"""( Whirring )""",305,134
DIRECTION,"""Oh, yeah.""",305,135
DIRECTION,"""That's what I'm talking about.""",305,136
DIRECTION,"""Oops! Okay, a little more on the other side then.""",305,137
DIRECTION,"""Oh, come on!""",305,138
DIRECTION,"""( Gasps )""",305,139
DIRECTION,"""Oh, geez!""",305,140
DIRECTION,"""Aah! Stop!""",305,141
DIRECTION,"""So, the hospital just let you walk right out of there with horse parts in a bag?""",305,142
DIRECTION,"""For Christ's sakes, Morty, women going through a divorce need a creative outlet.""",305,143
DIRECTION,"""( Crash )""",305,144
DIRECTION,"""What was that?""",305,145
DIRECTION,"""( Deep voice groaning )""",305,146
DIRECTION,"""Summer!""",305,147
DIRECTION,"""( Grunting )""",305,148
DIRECTION,"""I'm coming, Summer!""",305,149
DIRECTION,"""What the hell happened?!""",305,150
DIRECTION,"""( Deep voice shouts indistinctly )""",305,151
DIRECTION,"""How do we get her back to normal?!""",305,152
DIRECTION,"""I don't know, man! This thing is pretty complicated.""",305,153
DIRECTION,"""I-I'm gonna call Rick.""",305,154
DIRECTION,"""Well, hold on.""",305,155
DIRECTION,"""We can't just call your grandpa whenever there's a problem. We can handle this ourselves.""",305,156
DIRECTION,"""I mean, I don't see the point in trying to.""",305,157
DIRECTION,"""This is obviously Rick-level shit.""",305,158
DIRECTION,"""I have a medical degree.""",305,159
Morty,"""Is that what this is about? L-Like, you want to prove yourself?""",305,160
DIRECTION,"""Oh, it's not about anything, Morty. How dare you?""",305,161
DIRECTION,"""Okay, good.""",305,162
DIRECTION,"""Then I'll just call -- Ow!""",305,163
DIRECTION,"""Morty, I need this.""",305,164
DIRECTION,"""( Laughing )""",305,165
DIRECTION,"""Hey, Jerry, triple trunks here says he knows a place where the ladies drop panties for anyone bi-pedal.""",305,166
DIRECTION,"""Yeah, I'm not really interested.""",305,167
DIRECTION,"""My heart still belongs to Beth.""",305,168
DIRECTION,"""Oh. Huh. Okay.""",305,169
DIRECTION,"""( Slurps )""",305,170
DIRECTION,"""What, you don't think I have a shot?""",305,171
DIRECTION,"""I didn't say that.""",305,172
DIRECTION,"""Excuse me.""",305,173
DIRECTION,"""May I have another one of these?""",305,174
DIRECTION,"""Coming right up.""",305,175
DIRECTION,"""Hmm, things weren't always so bad between Beth and me.""",305,176
DIRECTION,"""We had some good times when we were younger.""",305,177
DIRECTION,"""Oh, yeah, I bet.""",305,178
DIRECTION,"""That's how teenage pregnancy happens, my friend.""",305,179
DIRECTION,"""Yeah, no.""",305,180
DIRECTION,"""( Chuckles )""",305,181
DIRECTION,"""Things were pretty great, even until a couple of years ago.""",305,182
DIRECTION,"""Jerry, I get it.""",305,183
DIRECTION,"""That's around the time I moved in with you guys.""",305,184
DIRECTION,"""Oh, I guess you're right.""",305,185
DIRECTION,"""Jerry, you know, I hope you're not suggesting that I had anything to do with your marriage breaking up, because there are some major issues between you and Beth that have been there since you guys met.""",305,186
DIRECTION,"""♪♪""",305,187
DIRECTION,"""Hey, to new beginnings.""",305,188
DIRECTION,"""To the Whirly Dirly.""",305,189
Rick,"""The Whirly Dirly? All right, what's going on here? When did you get cool?!""",305,190
DIRECTION,"""( Laughs )""",305,191
Jerry,"""When you stole my wife!""",305,192
Rick,"""I should have done that a long time ago!""",305,193
DIRECTION,"""We're going on the Whirly Dirly!""",305,194
DIRECTION,"""Whirly Dirly, baby.""",305,195
DIRECTION,"""( Clink )""",305,196
DIRECTION,"""( Rumbling )""",305,197
DIRECTION,"""Aha, look at this.""",305,198
DIRECTION,"""It says ""normalize."" I bet if we just press that --""",305,199
Morty,"""But...if the machine was made by spider people, normal would mean eight legs.""",305,200
DIRECTION,"""Oh, God! are you gonna go on another spiel like you did with the flesh-colored crayon?""",305,201
DIRECTION,"""I'm pretty sure ""normalize"" will make her normal.""",305,202
DIRECTION,"""( Whirring )""",305,203
DIRECTION,"""( Deep voice ) Aah!""",305,204
DIRECTION,"""I'd call that progress.""",305,205
DIRECTION,"""She's huge!""",305,206
DIRECTION,"""And normal!""",305,207
DIRECTION,"""I'm not normal!""",305,208
DIRECTION,"""Mom!""",305,209
DIRECTION,"""Okay, this says ""reverse.""",305,210
DIRECTION,"""Done and done.""",305,211
DIRECTION,"""I don't think that's a good idea.""",305,212
DIRECTION,"""Oh, come on! What else could ""reverse"" possibly mean?""",305,213
DIRECTION,"""( Whirring )""",305,214
DIRECTION,"""Aah!""",305,215
DIRECTION,"""Mom, call Rick!""",305,216
DIRECTION,"""Thank you.""",305,217
DIRECTION,"""There's a customer-service number on here.""",305,218
DIRECTION,"""Mom!""",305,219
DIRECTION,"""( Dialing )""",305,220
DIRECTION,"""( Screaming )""",305,221
DIRECTION,"""Oh, man.""",305,222
DIRECTION,"""This is gonna be awesome!""",305,223
Rick,"""I got to hand it to you, Jerry. This was a solid idea.""",305,224
DIRECTION,"""Uh, yeah.""",305,225
DIRECTION,"""Uh-huh.""",305,226
Rick,"""And you know what? I'll cop to it. I put a lot of strain on your marriage. It wasn't fair. I'm sorry.""",305,227
Jerry,"""What?!""",305,228
Rick,"""I didn't respect your marriage. I certainly didn't do it any favors. And for what it's worth, I'll apologize to Beth for it when we get home. Whoo! Whirly Dirly! Yeah!""",305,229
Jerry,"""Stop the ride! We got to get off.""",305,230
Rick,"""What are you talking about, buddy?""",305,231
Jerry,"""We got to get out of this thing. We got to get out!""",305,232
DIRECTION,"""( Grunts )""",305,233
DIRECTION,"""Jerry, come on, man! We haven't even gotten to the first whirly.""",305,234
DIRECTION,"""No, no, this sucks. It's so boring. I mean, I'm falling asleep here. Let's just get out and crawl down the sides.""",305,235
DIRECTION,"""( Both screaming )""",305,236
DIRECTION,"""Uh, get down!""",305,237
DIRECTION,"""Duck down! It's more fun when you scrunch down.""",305,238
Rick,"""Jerry, what the --Oh shit!""",305,239
DIRECTION,"""( Grunting )""",305,240
DIRECTION,"""( Screaming )""",305,241
Jerry,"""Rick, up here! There's a spot where you can kill him!""",305,242
Rick,"""Good call, Jerry! Hey, how'd you know about that?""",305,243
DIRECTION,"""Uh...""",305,244
DIRECTION,"""( Both screaming )""",305,245
DIRECTION,"""( Both laughing )""",305,246
DIRECTION,"""Lisa?""",305,247
DIRECTION,"""( Both screaming )""",305,248
Rick,"""So, uh, Jerry, big fan of the Whirly Dirly, are you?""",305,249
Jerry,"""Not anymore. ( Chuckles ) Obviously.""",305,250
Rick,"""But when you were, how did you know about it?""",305,251
DIRECTION,"""( Grunting )""",305,252
DIRECTION,"""We had a deal, Jerry Smith.""",305,253
Jerry,"""It's a really common name. Now, take it easy, Rick. You've been in a serious roller-coaster crash. It's -- It's no time to be thinking about who did or didn't play a role in your attempted murder. ( Screams ) Get it off me! It's eating me! Look, I confess, okay? They told me about all the bad stuff you did to this planet and reminded me of all the bad stuff you did to me. But then you said you were sorry, and I realized you're not a monster -- not like this thing. fuck It's got me good. This is a mislead, right? You're inventing a thing to save me.""",305,254
DIRECTION,"""Rick; That would be called a knife, Jerry. It's been invented. I'm making a way out of here -- One seat ought to do it.""",305,255
Jerry,"""I'm sorry. I-I made a mistake. I won't do it again!""",305,256
Rick,"""Nobody ever does.""",305,257
DIRECTION,"""( Grunting )""",305,258
DIRECTION,"""You self-righteous piece of shit You took my family!""",305,259
